name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
RPF,121,30420690,,yes,,,"POLYGON ((-111.9276001 33.4246753, -111.927746 33.4246753, -111.927746 33.4249475, -111.9276001 33.4249475, -111.9276001 33.4246753))",POINT (-111.9276731 33.4248114),409.3,4406
,122,30420695,,yes,,,"POLYGON ((-111.9275315 33.4254417, -111.9276945 33.4254417, -111.9276945 33.4250334, -111.9275315 33.4250334, -111.9275315 33.4254417))",POINT (-111.927613 33.4252375),685.9,7383.5
PBS,123,30420803,,yes,,,"POLYGON ((-111.9275315 33.4275621, -111.9277975 33.4275621, -111.9279177 33.4276624, -111.9279434 33.4280993, -111.9279177 33.4281638, -111.928055 33.4282283, -111.9281494 33.4280922, -111.9281323 33.4275191, -111.9279349 33.4273687, -111.9275315 33.4273687, -111.9275315 33.4275621))",POINT (-111.9279301 33.4276964),2476.4,26656
,124,30420868,,ramada,,,"POLYGON ((-111.9301407 33.4253128, -111.9302952 33.4254274, -111.9302695 33.4255062, -111.9300892 33.4255635, -111.9300721 33.4255205, -111.9300721 33.4254704, -111.9300721 33.4254203, -111.9300892 33.4253773, -111.9301407 33.4253128))",POINT (-111.9301671 33.4254462),370.3,3985.9
Athletes Performance,125,30420981,,yes,,,"POLYGON ((-111.9242956 33.4241738, -111.9232657 33.4241738, -111.9232657 33.4244102, -111.9236433 33.4244102, -111.9242956 33.4244102, -111.9242956 33.4241738))",POINT (-111.9237806 33.424292),2509.4,27011
Verde Dickey Dome,126,30421119,,yes,,,"POLYGON ((-111.9242012 33.4245965, -111.9256861 33.4245965, -111.9256861 33.4253271, -111.9245358 33.4253271, -111.9242012 33.4253271, -111.9242012 33.4245965))",POINT (-111.9249437 33.4249618),11181.6,120357.3
BBTS,127,30421132,,yes,,,"POLYGON ((-111.923918 33.4254847, -111.9242441 33.4254847, -111.9242441 33.425628, -111.923918 33.425628, -111.923918 33.4254847))",POINT (-111.924081 33.4255564),481.6,5184.3
,128,30421156,,yes,,,"POLYGON ((-111.9223645 33.4241595, -111.922476 33.4241595, -111.922476 33.424969, -111.9223645 33.424969, -111.9223645 33.4241595))",POINT (-111.9224203 33.4245643),930.3,10013.6
ALBER,129,30421182,,yes,,,"POLYGON ((-111.9231455 33.42532, -111.9234459 33.42532, -111.9234974 33.4253558, -111.9234974 33.4256137, -111.9235661 33.4256137, -111.9235661 33.425714, -111.923712 33.425714, -111.923712 33.4252985, -111.9237549 33.4252412, -111.9237463 33.4252054, -111.9237292 33.4251695, -111.9236862 33.4251337, -111.9236347 33.4251194, -111.9235833 33.4251122, -111.9235489 33.425148, -111.9231455 33.425148, -111.9231455 33.42532))",POINT (-111.9235159 33.4253469),1887.7,20318.7
Women's Gymnastics Training Facility,130,30421241,,yes,,,"POLYGON ((-111.9231026 33.4261294, -111.9235318 33.4261294, -111.9235318 33.4263515, -111.9231026 33.4263515, -111.9231026 33.4261294))",POINT (-111.9233172 33.4262404),982.5,10575.4
Wrestling Training Facility,131,30421249,,yes,,,"POLYGON ((-111.9236004 33.4263157, -111.9237892 33.4263157, -111.9237892 33.4267455, -111.9236004 33.4267455, -111.9236004 33.4263157))",POINT (-111.9236948 33.4265306),836.3,9002.4
KGC,132,30421300,,yes,,,"POLYGON ((-111.922476 33.4267956, -111.922476 33.4268888, -111.9231198 33.4268888, -111.9231198 33.4267956, -111.922476 33.4267956))",POINT (-111.9227979 33.4268422),618.4,6656.6
Sun Angel Clubhouse,133,30421308,,yes,,,"POLYGON ((-111.9221155 33.4277269, -111.9218581 33.4280134, -111.9221928 33.4282311, -111.9224503 33.4279418, -111.9221155 33.4277269))",POINT (-111.9221543 33.4279785),1567.2,16869.4
Performing & Media Arts,134,30421445,,yes,,,"POLYGON ((-111.924021 33.4237325, -111.9243729 33.4237325, -111.9243729 33.4236322, -111.9245188 33.4236322, -111.9245188 33.4232669, -111.9241669 33.4232669, -111.9241669 33.4233027, -111.924021 33.4233027, -111.924021 33.4237325))",POINT (-111.9242621 33.4234924),2184.3,23511.1
University Center A,135,30421459,,yes,,,"POLYGON ((-111.9224675 33.4234675, -111.9224675 33.4232812, -111.92221 33.4232812, -111.9221242 33.4232024, -111.9221242 33.4229374, -111.9223559 33.4229374, -111.9223559 33.423095, -111.9224074 33.4231379, -111.9224503 33.4231379, -111.9224503 33.4226651, -111.922313 33.4225505, -111.922313 33.4225075, -111.9220469 33.4225075, -111.9220469 33.4225505, -111.921901 33.4226651, -111.9218924 33.4233457, -111.9219353 33.4233457, -111.9220383 33.4234245, -111.9220383 33.4234675, -111.9224675 33.4234675))",POINT (-111.9221619 33.4229782),4138.1,44541.9
University Center B,136,30421471,,yes,,,"POLYGON ((-111.9213345 33.4235606, -111.921077 33.4233314, -111.9210255 33.4233743, -111.9209826 33.4233314, -111.9210255 33.4232955, -111.9208367 33.4231379, -111.9208367 33.422923, -111.9209826 33.422923, -111.9212229 33.4231236, -111.9212659 33.4230806, -111.9213174 33.4231165, -111.9212744 33.4231594, -111.9215319 33.4233815, -111.9214804 33.4234317, -111.9215663 33.4235033, -111.9214976 33.4235606, -111.9214118 33.4234961, -111.9213345 33.4235606))",POINT (-111.9211684 33.4232412),2180.8,23473.7
,137,30421696,,industrial,,,"POLYGON ((-111.9356709 33.4272841, -111.9355977 33.4272907, -111.9355388 33.4273172, -111.9355026 33.4273498, -111.9354765 33.4273973, -111.9354706 33.4274436, -111.9354844 33.4274951, -111.9355075 33.4275286, -111.9355512 33.4275632, -111.9356103 33.4275849, -111.9356776 33.427588, -111.935735 33.4275734, -111.9357908 33.4275377, -111.935819 33.4275021, -111.9358362 33.4274494, -111.9358302 33.4273956, -111.9357977 33.4273419, -111.935738 33.4273006, -111.9356709 33.4272841))",POINT (-111.9356533 33.4274366),888.1,9559.5
,138,30421702,,industrial,,,"POLYGON ((-111.9354414 33.4273489, -111.9354217 33.4273034, -111.9353779 33.4272703, -111.9353379 33.4272594, -111.9353037 33.4272595, -111.9352517 33.4272765, -111.9352123 33.4273148, -111.9351998 33.427357, -111.9352115 33.4274029, -111.935251 33.4274421, -111.935289 33.4274571, -111.9353132 33.4274604, -111.9353734 33.4274506, -111.9354076 33.4274301, -111.9354271 33.4274081, -111.9354406 33.4273749, -111.9354414 33.4273489))",POINT (-111.9353213 33.4273596),384.5,4139.1
,139,65015456,,parking,parking,,"POLYGON ((-111.934677 33.4159845, -111.9346763 33.4159341, -111.9346659 33.4151236, -111.934664 33.4149759, -111.9336286 33.4149852, -111.9333664 33.4149876, -111.9333671 33.4150403, -111.9333735 33.4155441, -111.9333744 33.41561, -111.9333789 33.4159615, -111.9333794 33.4159961, -111.934677 33.4159845))",POINT (-111.9340217 33.415486),13491.9,145225
,140,65200245,,,parking,,"POLYGON ((-111.9351965 33.4163441, -111.9351965 33.4162008, -111.9360334 33.4162008, -111.9362104 33.4162724, -111.9362104 33.4164068, -111.9360226 33.4163351, -111.9351965 33.4163441))",POINT (-111.9356984 33.4162761),1446,15564.5
,141,65381795,,,parking,,"POLYGON ((-111.9338082 33.4145673, -111.9338002 33.4141764, -111.9329455 33.4141777, -111.9329016 33.4141687, -111.9329016 33.4145673, -111.9338082 33.4145673))",POINT (-111.9333529 33.4143724),3632.7,39101.9
University Towers,142,65384746,,yes,,,"POLYGON ((-111.93637 33.425275, -111.9363689 33.4251711, -111.9358603 33.4251751, -111.9358601 33.4250952, -111.9361369 33.4250922, -111.9361359 33.4250622, -111.9364529 33.42506, -111.9364496 33.4249584, -111.9361479 33.42496, -111.9361483 33.4249924, -111.9354492 33.424994, -111.9354508 33.4250935, -111.9357497 33.4250931, -111.9357518 33.4251965, -111.9354974 33.4251989, -111.9355 33.425313, -111.9360486 33.4253068, -111.9360474 33.4252811, -111.93637 33.425275))",POINT (-111.9359326 33.4251373),2184.3,23511.8
,143,65405079,,,bus_station,,"POLYGON ((-111.9365698 33.4159545, -111.9366235 33.4159544, -111.9366121 33.4151484, -111.9365698 33.4151485, -111.9365698 33.4159545))",POINT (-111.9365939 33.4155674),398.8,4292.6
Brickyard Engineering,144,157628480,,retail,,,"POLYGON ((-111.9397331 33.4238761, -111.9397284 33.423308, -111.9397002 33.4233082, -111.9396999 33.4232797, -111.939201 33.4232825, -111.9392014 33.4233294, -111.9391463 33.4233297, -111.9391484 33.4235875, -111.9392914 33.4235867, -111.9392938 33.4238786, -111.9397331 33.4238761))",POINT (-111.9394712 33.4235614),3115.4,33533.9
AMC Centerpoint 11,145,157628482,,yes,cinema,,"POLYGON ((-111.9415819 33.4227673, -111.9416929 33.423306, -111.9413936 33.4233457, -111.941385 33.4232669, -111.9412809 33.4232669, -111.9412627 33.4229705, -111.9412938 33.4229677, -111.941266 33.4228531, -111.941326 33.4228335, -111.9412992 33.4227234, -111.9413067 33.422717, -111.9412959 33.4226463, -111.9415258 33.4226184, -111.9415542 33.4227679, -111.9415819 33.4227673))",POINT (-111.9414584 33.4230064),2332.6,25107.5
Centerpoint,146,157628483,,yes,parking,,"POLYGON ((-111.9416929 33.423306, -111.9415819 33.4227673, -111.9415722 33.4227202, -111.9416306 33.4227118, -111.9416204 33.4226625, -111.9417529 33.4226436, -111.9421031 33.4225932, -111.9421143 33.4226475, -111.9421646 33.4226402, -111.9422968 33.423282, -111.94225 33.4232887, -111.9422542 33.4233091, -111.9422593 33.4233337, -111.9417147 33.4234119, -111.9416929 33.423306))",POINT (-111.9419334 33.4230019),4568.2,49171.2
Courtyard by Marriott Tempe Downtown,147,157628489,,yes,,,"POLYGON ((-111.943201 33.4247332, -111.9431902 33.4246033, -111.9431473 33.4246033, -111.9431473 33.424572, -111.9429274 33.4245675, -111.9429274 33.4244824, -111.9428308 33.4244824, -111.9428308 33.4245586, -111.9427235 33.4245586, -111.9427343 33.4246033, -111.9426377 33.4246033, -111.9426323 33.4253152, -111.9427128 33.4253152, -111.9427128 33.4253421, -111.9431205 33.4253497, -111.943158 33.4253331, -111.9431926 33.4253106, -111.943201 33.4251675, -111.9428415 33.4251585, -111.9428255 33.42476, -111.942863 33.4247511, -111.9428684 33.4247779, -111.942981 33.4247824, -111.942981 33.4247511, -111.9431634 33.4247555, -111.9431634 33.4247242, -111.943201 33.4247332))",POINT (-111.9428647 33.4249455),2995.1,32239.3
Noble Science and Engineering Library,148,157628503,,university,,,"POLYGON ((-111.9310572 33.420201, -111.9310648 33.4197488, -111.9308417 33.4197488, -111.9308417 33.4196987, -111.9304297 33.4196987, -111.9304297 33.4198133, -111.9303277 33.419807, -111.9303277 33.4201294, -111.9304135 33.420201, -111.9310572 33.420201))",POINT (-111.9306996 33.4199612),3534.5,38045.3
Orchidhouse (Brickyard),149,157628508,,yes,,,"POLYGON ((-111.9392745 33.4241834, -111.9382499 33.4241879, -111.9382552 33.4238029, -111.9384269 33.4237939, -111.9384376 33.4239193, -111.9387595 33.4239238, -111.9387649 33.4238253, -111.9388131 33.4237805, -111.9390224 33.4237805, -111.9390867 33.4238342, -111.9390867 33.4239506, -111.9392745 33.4239551, -111.9392745 33.4241834))",POINT (-111.9387472 33.424017),3391,36500.9
Macayo's Mexican Kitchen: Depot Cantina,150,157628516,,yes,restaurant,,"POLYGON ((-111.9434538 33.4280637, -111.943356 33.4280635, -111.9433559 33.428005, -111.943356 33.4279707, -111.9433098 33.4279705, -111.9433101 33.4278993, -111.9432859 33.4278992, -111.9432365 33.4278589, -111.9432393 33.427769, -111.9432297 33.4277688, -111.9432322 33.4276895, -111.9431722 33.4276931, -111.9431722 33.4276882, -111.9431727 33.4275414, -111.9433584 33.4275419, -111.9433582 33.4276031, -111.9433691 33.4276032, -111.9433689 33.4276405, -111.9434552 33.4276407, -111.9434538 33.4280637))",POINT (-111.9433358 33.4277712),1001.9,10784.6
,151,157628519,,yes,parking,,"POLYGON ((-111.9433693 33.4236065, -111.9433639 33.4235617, -111.9434122 33.4235617, -111.9433961 33.422908, -111.9433371 33.422908, -111.9433381 33.4228632, -111.9428572 33.4228624, -111.9428615 33.4229322, -111.9427943 33.4229373, -111.9428053 33.4232115, -111.9428178 33.4233478, -111.9431126 33.4236145, -111.9433693 33.4236065))",POINT (-111.9431241 33.4232121),4105.3,44189.5
,152,157628521,,office,,,"POLYGON ((-111.9420862 33.42246, -111.9417502 33.4224644, -111.9414022 33.4224696, -111.9414016 33.4224399, -111.94137 33.4224404, -111.9413695 33.4224131, -111.9413291 33.4224136, -111.9413244 33.4221806, -111.941354 33.4221802, -111.9413532 33.4221404, -111.9413858 33.4221399, -111.9416973 33.4221356, -111.9416965 33.4220961, -111.9417932 33.4220947, -111.9417938 33.4221264, -111.9420801 33.4221224, -111.9420808 33.4221584, -111.9421257 33.4221578, -111.9421263 33.4221851, -111.9421563 33.4221847, -111.9421603 33.422384, -111.942131 33.4223844, -111.9421318 33.4224219, -111.9420854 33.4224225, -111.9420862 33.42246))",POINT (-111.9417409 33.4222943),2772.5,29843.1
,153,157628546,,,fountain,,"POLYGON ((-111.938727 33.4162258, -111.9387584 33.4162112, -111.9387738 33.4162097, -111.9387986 33.4162137, -111.9388205 33.4162258, -111.9388327 33.4162399, -111.9388399 33.4162649, -111.9388397 33.4162688, -111.938834 33.4162877, -111.9388206 33.4163039, -111.9388 33.4163156, -111.9387738 33.4163201, -111.9387528 33.4163172, -111.938727 33.4163039, -111.9387147 33.4162875, -111.9387076 33.4162649, -111.9387135 33.4162422, -111.938727 33.4162258))",POINT (-111.938774 33.4162649),114.8,1235.6
,154,162574965,,yes,,,"POLYGON ((-111.9247762 33.4218515, -111.9246024 33.4218531, -111.9245915 33.421037, -111.9246553 33.4210364, -111.9246546 33.4209842, -111.9249169 33.4209818, -111.9249173 33.4210083, -111.9251397 33.4210063, -111.9251419 33.4211694, -111.9249002 33.4211716, -111.9248995 33.4211151, -111.9247664 33.4211163, -111.9247757 33.4218124, -111.9247762 33.4218515))",POINT (-111.9247625 33.4213286),2115.7,22773.6
Tempe City Hall,155,182798022,,yes,townhall,,"POLYGON ((-111.9384476 33.4251841, -111.9387427 33.4249356, -111.9384895 33.4247263, -111.9384396 33.4246849, -111.9383828 33.4247327, -111.9381499 33.4249289, -111.9384476 33.4251841))",POINT (-111.9384454 33.4249338),1524.6,16410.8
ISTB 4,156,221569489,,university,,,"POLYGON ((-111.9287082 33.4181997, -111.9286802 33.4182099, -111.9286782 33.4183253, -111.9282909 33.418326, -111.9282858 33.4183124, -111.9282564 33.4183133, -111.9282533 33.4183379, -111.9280903 33.4183338, -111.9280821 33.4177331, -111.9287062 33.4177281, -111.9287082 33.4181997))",POINT (-111.9283935 33.4180264),3787.6,40769
Tempe LDS Institute of Religion,157,221569491,,yes,place_of_worship,,"POLYGON ((-111.929946 33.4187024, -111.9297961 33.4187033, -111.9297952 33.4185978, -111.929556 33.4185992, -111.9295564 33.4185679, -111.9294597 33.418568, -111.9294599 33.4185984, -111.9292548 33.4185997, -111.9292557 33.4187097, -111.9290812 33.4187108, -111.9290825 33.4188593, -111.9292246 33.4188585, -111.9292248 33.4188844, -111.9292491 33.4188843, -111.9292499 33.4189796, -111.9294584 33.4189784, -111.9294586 33.4190044, -111.929565 33.4190038, -111.9295648 33.4189759, -111.9297668 33.4189747, -111.929766 33.4188809, -111.9297959 33.4188808, -111.9297957 33.4188588, -111.9299473 33.4188579, -111.929946 33.4187024))",POINT (-111.9295163 33.4187859),2660.3,28635.3
,158,221569492,,yes,parking,,"POLYGON ((-111.9300363 33.4195708, -111.9299557 33.4195715, -111.9299562 33.4196062, -111.9291779 33.4196137, -111.9291771 33.4195585, -111.9291034 33.4195592, -111.9290979 33.4191643, -111.9291645 33.4191636, -111.929164 33.4191292, -111.9299693 33.4191214, -111.92997 33.4191733, -111.9300308 33.4191727, -111.9300363 33.4195708))",POINT (-111.9295675 33.4193669),4532.2,48783.6
ASU International Students and Scholars Office (ISSO),159,223229538,,school,,,"POLYGON ((-111.9398073 33.4199662, -111.9395981 33.4199695, -111.9396008 33.4199069, -111.9393782 33.4199091, -111.9393836 33.4198274, -111.9389759 33.419833, -111.9389759 33.4198934, -111.9387747 33.4198957, -111.938776 33.4198643, -111.9383831 33.4198654, -111.938375 33.4195364, -111.9387479 33.4195274, -111.9387506 33.4194916, -111.9389464 33.4194871, -111.9389625 33.4196684, -111.9397189 33.4196497, -111.9397752 33.4196483, -111.9397671 33.4198431, -111.9397966 33.4198431, -111.9398073 33.4199662))",POINT (-111.9390348 33.4197351),4038.1,43466.2
West 6 Apartments,160,230585346,,apartments,,,"POLYGON ((-111.9419357 33.4234957, -111.9420374 33.4235806, -111.9420335 33.4237732, -111.9422603 33.4239625, -111.9423698 33.4239723, -111.9424011 33.4243411, -111.9422251 33.4244358, -111.942014 33.4244194, -111.9415486 33.4240604, -111.9415916 33.424031, -111.9414782 33.4239886, -111.9414469 33.4240017, -111.9413687 33.423845, -111.9414352 33.4237993, -111.9414195 33.4237732, -111.9416503 33.4235676, -111.9417519 33.4236002, -111.9418262 33.4235414, -111.9419357 33.4234957))",POINT (-111.941918 33.4239876),5659.1,60914.2
Fire Station 6,161,230586053,,yes,fire_station,,"POLYGON ((-111.9424022 33.423438, -111.9425291 33.4235942, -111.9425671 33.4235915, -111.9427067 33.4237715, -111.9425988 33.4238271, -111.9425671 33.423806, -111.9424529 33.423851, -111.9424022 33.423806, -111.9423387 33.4238324, -111.9422848 33.4237504, -111.9423514 33.4237186, -111.9422214 33.4235359, -111.9421896 33.4235412, -111.9421484 33.4235015, -111.9423134 33.42343, -111.9423387 33.4234565, -111.9424022 33.423438))",POINT (-111.9424313 33.4236501),1185.6,12762.1
Governor Benjamin B. Moeur House,162,230587092,,yes,,,"POLYGON ((-111.9384346 33.4233876, -111.9382916 33.423386, -111.9382873 33.4236572, -111.9384303 33.4236587, -111.9384346 33.4233876))",POINT (-111.9383609 33.4235224),399.7,4302.5
Tempe Community Council,163,230587417,,yes,townhall,,"POLYGON ((-111.9385187 33.4234537, -111.9385591 33.423453, -111.9385605 33.4235055, -111.9386084 33.4235047, -111.9386095 33.423549, -111.9386497 33.4235483, -111.9386522 33.4236493, -111.9386073 33.4236501, -111.9385245 33.4236514, -111.9384941 33.4236519, -111.9384931 33.4236076, -111.9384727 33.4236079, -111.9384715 33.4235585, -111.9385211 33.4235577, -111.9385187 33.4234537))",POINT (-111.9385643 33.4235761),235.1,2530.7
Brickyard Artisan Courtyard,164,230588068,,yes,,,"POLYGON ((-111.9387677 33.4233308, -111.9390736 33.4233349, -111.9390688 33.4235838, -111.9390171 33.4236269, -111.9388208 33.4236287, -111.9387629 33.4235821, -111.9387677 33.4233308))",POINT (-111.9389177 33.4234766),904.8,9738.8
United States Post Office,165,230623044,,yes,post_office,,"POLYGON ((-111.9403679 33.4253326, -111.9403668 33.4251209, -111.9402319 33.4251177, -111.9402344 33.4253281, -111.9403679 33.4253326))",POINT (-111.9403003 33.4252246),291.8,3141.4
,166,256984971,,retail,,,"POLYGON ((-111.939781 33.4226754, -111.9397046 33.4226762, -111.9397048 33.4226869, -111.9396414 33.4226875, -111.9396413 33.4226769, -111.9395279 33.4226781, -111.9395258 33.4225377, -111.9397788 33.4225351, -111.939781 33.4226754))",POINT (-111.9396537 33.422608),373.1,4015.7
Pita Jungle,167,256984972,,yes,,,"POLYGON ((-111.9398021 33.4223089, -111.939802 33.4221443, -111.9397669 33.4221082, -111.9395073 33.4221083, -111.9395073 33.4221324, -111.9394432 33.4221324, -111.9394432 33.4221856, -111.939501 33.4221856, -111.9395011 33.4222624, -111.9394825 33.4222668, -111.9394826 33.422309, -111.9398021 33.4223089))",POINT (-111.9396398 33.4222083),654.8,7047.7
,168,256984973,,yes,,,"POLYGON ((-111.9393704 33.4225089, -111.9392973 33.4225087, -111.9392971 33.422556, -111.9388105 33.4225546, -111.9388112 33.4223801, -111.9390268 33.4223808, -111.9390265 33.4224397, -111.9393707 33.4224407, -111.9393704 33.4225089))",POINT (-111.9390497 33.4224809),761.8,8199.4
,169,256984974,,yes,,,"POLYGON ((-111.9393352 33.4222947, -111.9388077 33.4222951, -111.9388087 33.4223324, -111.9386401 33.422335, -111.9386356 33.4221322, -111.9387474 33.4221305, -111.9387461 33.4220708, -111.9388087 33.4220698, -111.9388129 33.4220993, -111.9393383 33.4221072, -111.9393352 33.4222947))",POINT (-111.9389767 33.4222044),1439.1,15490.7
,170,256984976,,yes,,,"POLYGON ((-111.9365296 33.4225635, -111.9363594 33.4225635, -111.9363594 33.4224899, -111.9365296 33.4224899, -111.9365296 33.4225635))",POINT (-111.9364445 33.4225267),129.1,1389.8
,171,256984977,,yes,,,"POLYGON ((-111.9363055 33.4224864, -111.936175 33.4224872, -111.9361733 33.4222907, -111.9363037 33.4222899, -111.9363055 33.4224864))",POINT (-111.9362394 33.4223886),264.2,2844.1
,172,256984980,,yes,,,"POLYGON ((-111.9353781 33.42308, -111.9351333 33.4230793, -111.9351351 33.4226246, -111.93538 33.4226253, -111.9353781 33.42308))",POINT (-111.9352566 33.4228523),1147.5,12352
,173,256984982,,yes,,,"POLYGON ((-111.9362153 33.4227468, -111.9361345 33.4227479, -111.936135 33.4227697, -111.9360778 33.4227705, -111.9360754 33.4226503, -111.936127 33.4226496, -111.9361337 33.4226788, -111.9361485 33.4226934, -111.9362142 33.4226925, -111.9362153 33.4227468))",POINT (-111.9361322 33.4227141),116.5,1253.8
Manzanita Hall,174,256984986,,yes,,,"POLYGON ((-111.9304619 33.4226644, -111.9304276 33.4226643, -111.9301793 33.4226632, -111.930143 33.4227542, -111.9300413 33.42273, -111.9299651 33.4227014, -111.9298704 33.4226445, -111.9298962 33.4225414, -111.9298236 33.4224682, -111.9297994 33.4224394, -111.9297697 33.4224105, -111.9297471 33.4223913, -111.9297151 33.4223953, -111.9296801 33.4223576, -111.9297515 33.4222647, -111.9297784 33.4222763, -111.9298257 33.4222848, -111.9298439 33.4222858, -111.9298978 33.4222785, -111.929932 33.4222658, -111.92996 33.4222497, -111.9299772 33.4222315, -111.930008 33.4222333, -111.9300535 33.4222232, -111.9300965 33.422203, -111.9301211 33.4222121, -111.9301563 33.4222129, -111.9301867 33.4222117, -111.9302149 33.4222061, -111.9302386 33.4222164, -111.9302647 33.4222257, -111.9302987 33.4222317, -111.9303326 33.4222327, -111.9302902 33.4224162, -111.9302908 33.422441, -111.9302913 33.4224597, -111.9302929 33.4225217, -111.9304497 33.4225251, -111.9304619 33.4226644))",POINT (-111.9300864 33.4224631),2557.3,27526.7
Acourtia Hall,175,256986543,,yes,,,"POLYGON ((-111.9289505 33.4164992, -111.9273256 33.4165021, -111.927321 33.4163365, -111.927328 33.4162152, -111.9272346 33.4162152, -111.9272322 33.416069, -111.9279744 33.4160646, -111.9279674 33.4159983, -111.9289598 33.4159983, -111.9289505 33.4164992))",POINT (-111.9281519 33.4162596),8128.7,87496.2
Agave Hall,176,256986544,,dormitory,,,"POLYGON ((-111.9289356 33.4154924, -111.9289359 33.4153667, -111.9289369 33.4149515, -111.9284473 33.4149507, -111.9284473 33.4149749, -111.9281024 33.4149744, -111.9281023 33.4150306, -111.9280733 33.4150306, -111.9280829 33.4150897, -111.9287666 33.415091, -111.9287656 33.4154286, -111.9287367 33.4154285, -111.9287367 33.4154415, -111.9287366 33.4154921, -111.9289356 33.4154924))",POINT (-111.9286558 33.4151311),1852.4,19938.6
Sage Hall,177,256986545,,dormitory,,,"POLYGON ((-111.9286682 33.415418, -111.928669 33.4152628, -111.9280275 33.4152606, -111.9280268 33.415401, -111.9285287 33.4154027, -111.9285284 33.4154674, -111.9283714 33.4154668, -111.9283696 33.4158237, -111.9286013 33.4158245, -111.9286032 33.4154672, -111.9285608 33.415467, -111.9285611 33.4154176, -111.9286682 33.415418))",POINT (-111.9284176 33.4154809),1819,19579.7
Cereus Hall,178,256986546,,dormitory,,,"POLYGON ((-111.9279523 33.4153887, -111.9279527 33.4149605, -111.9274442 33.4149609, -111.927432 33.4149711, -111.9271515 33.414969, -111.9271515 33.4150326, -111.9271662 33.4150309, -111.9271642 33.4150487, -111.9271632 33.4151052, -111.9272435 33.415106, -111.927244 33.4150878, -111.9274742 33.4150916, -111.9274757 33.4150789, -111.9278111 33.4150776, -111.9278091 33.4152956, -111.9277923 33.4152948, -111.9277933 33.4153529, -111.9276922 33.4153525, -111.9276912 33.4154237, -111.9278868 33.4154227, -111.9278868 33.4153917, -111.9279523 33.4153887))",POINT (-111.9276634 33.4151139),1566.9,16866.3
Cottonwood Hall,179,256986547,,dormitory,,,"POLYGON ((-111.9270794 33.4155215, -111.927077 33.4154335, -111.9270636 33.414953, -111.926923 33.4149557, -111.9269284 33.4151508, -111.9268991 33.4151514, -111.9269071 33.4154367, -111.9269106 33.4155615, -111.926986 33.41556, -111.926985 33.4155233, -111.9270794 33.4155215))",POINT (-111.92699 33.4152592),965.8,10395.9
Vista Del Sol I,180,256986549,,yes,,,"POLYGON ((-111.9304608 33.4144974, -111.9302608 33.4145005, -111.9302598 33.4144577, -111.9302362 33.4144581, -111.9302372 33.4145006, -111.930104 33.4145027, -111.930103 33.4144543, -111.9300755 33.4144547, -111.9300763 33.4144923, -111.9299525 33.4144942, -111.9299515 33.4144497, -111.9299281 33.4144501, -111.929926 33.414356, -111.9299546 33.4143556, -111.9299535 33.4143042, -111.9300653 33.4143024, -111.9300663 33.4143471, -111.9301066 33.4143465, -111.9301055 33.4143003, -111.9302331 33.4142984, -111.9302342 33.4143463, -111.9302682 33.4143458, -111.9302674 33.4143089, -111.9303474 33.4143076, -111.9303447 33.4141825, -111.9302722 33.4141836, -111.9302713 33.4141443, -111.9302225 33.4141451, -111.9302235 33.4141913, -111.9301002 33.4141932, -111.9300993 33.414152, -111.9300616 33.4141468, -111.9300631 33.4141883, -111.9299585 33.4141909, -111.9299571 33.414152, -111.9299237 33.4141451, -111.9299205 33.4140429, -111.929949 33.4140423, -111.9299477 33.4139992, -111.9300661 33.4139966, -111.9300676 33.414046, -111.9301073 33.4140452, -111.9301058 33.4139987, -111.9302235 33.4139961, -111.930225 33.4140471, -111.9302695 33.4140461, -111.9302681 33.4140009, -111.9304468 33.4139971, -111.9304477 33.4140276, -111.9305011 33.4140264, -111.9305046 33.4141384, -111.9304578 33.4141394, -111.9304597 33.414202, -111.9305069 33.414201, -111.9305096 33.414289, -111.9304567 33.4142901, -111.9304585 33.4143495, -111.9305078 33.4143484, -111.9305118 33.4144772, -111.930465 33.4144782, -111.9304608 33.4144974))",POINT (-111.9302325 33.4142518),2229.7,24000.7
Vista Del Sol J (West Tower),181,256986550,,yes,,,"POLYGON ((-111.9297451 33.414458, -111.9297244 33.4144583, -111.9297251 33.4144989, -111.9295984 33.4145006, -111.9295975 33.4144506, -111.929528 33.4144515, -111.9295289 33.4145028, -111.929321 33.4145054, -111.9293206 33.4144862, -111.9292742 33.4144868, -111.9292655 33.4140196, -111.929319 33.4140189, -111.9293183 33.4139815, -111.9295166 33.4139789, -111.9295175 33.4140269, -111.9295763 33.4140261, -111.9295757 33.4139942, -111.9297199 33.4139923, -111.9297207 33.4140334, -111.9297502 33.414033, -111.9297524 33.4141498, -111.9297125 33.4141503, -111.9297133 33.4141944, -111.9296037 33.4141959, -111.9296028 33.4141478, -111.9295288 33.4141488, -111.9295298 33.4141965, -111.9294887 33.414197, -111.9294907 33.414301, -111.9295311 33.4143004, -111.9295319 33.4143449, -111.9295919 33.4143441, -111.9295912 33.414307, -111.9297088 33.4143054, -111.9297097 33.4143501, -111.9297431 33.4143536, -111.9297451 33.414458))",POINT (-111.9294846 33.4142419),2049.1,22055.9
